Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,Furniture,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Appliances,Window Views,Parking,Amenities,The House Has,Links
Panels,No,Not available,5.0,60 sq.m.,2.0,1,from 2.8 m,3.0,Open balcony,Cosmetic Renovation,"Gorki Street, Gyumri","130,000 ֏ monthly",AMD,"Сдается светлая уютная квартира в центре города.ОтопленияХолодильник, стиральная машина, интернет.Есть все удобства для проживания. (Агентсва)",Nov-27-2022_18-52,Available,4,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/18594198
Stone,No,Not available,4.0,100 sq.m.,3.0,1,from 3 m,2.0,Open balcony,Cosmetic Renovation,"Մսի կոմբինատ 1-ին շարք 5, Գյումրի","70,000 ֏ monthly",AMD,Hot and cold water is available with the propertyTranslated from Armenian,Nov-27-2022_18-52,,4,Yes,No,Not included,Without prepayment,,,,,,https://list.am/en/item/18551648
Stone,Yes,Not available,4.0,38 sq.m.,1.0,1,from 2.7 m,4.0,Multiple balconies,Cosmetic Renovation,"Улица Манушян 3Б, Гюмри","140,000 ֏ monthly",AMD,For more information callTranslated from Armenian,Nov-27-2022_18-52,Available,3,Yes,No,Not included,By Agreement,"FRidge, washing machine, water heater","YArd view, street view, city view",OUtdoor parking,"TElevision, internet, parking space",INtercom entry,https://list.am/en/item/18612210
Stone,No,Not available,4.0,50 sq.m.,2.0,1,from 2.7 m,4.0,Not available,Partial Renovation,"Վազգեն Սարգսյան փողոց 10, Գյումրի","150,000 ֏ monthly",AMD,"The apartment is furnished, there is a refrigerator, a washing machine, it has all utilities: Hot and cold water, there is a heating system.The apartment has a refrigerator, washing machine, heating, hot and cold water.Translated from Armenian",Nov-27-2022_18-52,Available,4,Yes,No,Not included,1 month,,,OUtdoor parking,,,https://list.am/en/item/18609085
Stone,No,Not available,3.0,50 sq.m.,2.0,1,from 2.75 m,3.0,Open balcony,Major Renovation,"Khrimyan Hayrik Highway, Gyumri","200,000 ֏ monthly",AMD,"Վարձով է տրվում 2 սենյականոց բնակարան ԳՅՈՒՄՐԻՈՒՄ (Երևանյան խճուղիյում) : Ունի կոմունալ բոլոր հարմարությունները (գազ, լույս ջուր մշտական, լվացքի մեքենա, սառնարան, անհատական ջեռուցման համակարգ, հեռուստացույց, WIFi) : Հիմնովին վերանորոգված է:Сдается 2-комнатная квартира в Гюмри (улица Ереванское Шоссе), Есть все коммуникации (газ, свет, постоянная вода, стиральная машина автомат, холодильник, индивидуальное отопление, ТВ, WIFI), полностью отремонтирован. Цена:Translated from Armenian",Nov-27-2022_18-52,Available,3,Yes,No,Not included,By Agreement,"FRidge, stove, washing machine, iron","YArd view, street view",OUtdoor parking,"TElevision, internet, parking space",,https://list.am/en/item/17842122
Stone,No,Not available,5.0,55 sq.m.,2.0,1,from 2.8 m,2.0,Open balcony,Designer Renovation,"Улица Паруйра Севака 1, Гюмри","260,000 ֏ monthly",AMD,"Վարձով է տրվում 2 սենյականոց բնակարան Գյումրի քաղաքի 58 թաղամասում։Բնակարանը ապահովված է կոմունալ բոլոր հարմարություններով: Մոտակայքում առկա են անհրաժեշտ բոլոր խանութները:(1-ий этаж) Сдается 2-х комнатная квартира в городе Гюмри на квартал 58Квартира оборудована коммуникациями: Горячая и холодная вода, холодильник, стиральная машина, автономное отопление, возможность подключения высокоскоростного интернета. Все необходимые магазины рядом.Translated from Armenian",Nov-27-2022_18-52,,3,Yes,No,Not included,2 months,,,,,,https://list.am/en/item/17913244
Monolith,No,Not available,4.0,55 sq.m.,2.0,1,from 2.8 m,2.0,Open balcony,Major Renovation,"Gortsaranayin Lane, Gyumri","200,000 ֏ monthly",AMD,"Двухкомнатная удобная и красивая квартира в районе Муш 2 города Гюмри. Есть все необходимое для комфортной жизни: Газ, отопление Baxi, вода, wi-fi, дорогая мебель, включая - раскладной диван в гостиной и большая двухместная кровать в спальне. Санузел общий, облицован плиткой, стоит ванна. Желательно сдача на долгий срок, но рассматриваю и варианты посуточной аренды.Я собственник квартиры, риэлторов прошу не беспокоить.Готов показать квартиру как в живую, так и онлайн.Фото или видео вышлю по ватсап/вайбер",Nov-27-2022_18-52,,4,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/18561653
Monolith,No,Not available,4.0,61 sq.m.,3.0,1,from 2.7 m,3.0,Open balcony,Euro Renovation,"8th district 8, Gyumri","190,000 ֏ monthly",AMD,"Վարձով է տրվում 2 սենյականոց բնակարան Գյումրի քաղաքի Անի թաղամասում, գերարագ ինտռնետ, կբհ, գազ լույս տաք և սառը ջուր, ջեռուցում 2րդ հարկ, կահույքով, անկողնային պարականներով, խոհանոցային պարագաններ (ամբողջ կոմպլեկտ), հեռուստացույց: Բնակարանը պատրաստ կլինի 11.11.2022թ:Г. Гюмри.Уютные апартаменты класса комфорт в новом доме. Супермаркеты, рынок, аптеки, банкоматы -рядом (200-600м) Скоростной интернет, питьевая вода 24/7, теплая вода, отоп.В квартире есть всё необходимое для комфортного проживания.Кровать двухспальная, диванБытовая техника (стиральная машина, газовая плита, холодильник,Кухонные принадлежности, посуда. Квартира будет готова 11.11.2022",Nov-27-2022_18-52,Available,4,No,Yes,Not included,2 months,,,,,,https://list.am/en/item/18506606
Stone,Yes,Not available,4.0,50 sq.m.,3.0,1,from 2.7 m,2.0,Open balcony,Cosmetic Renovation,"Պարույր Սևակի փողոց 4/1, Գյումրի","160,000 ֏ monthly",AMD,"Բնակարանը գտնվում է լավ վիճակում մանրամասների համար զանգահարելКвартира в хорошем состоянии, подробности по телефону",Nov-27-2022_18-52,Available,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18449155
Stone,Yes,Not available,5.0,48 sq.m.,2.0,1,from 2.7 m,3.0,Not available,Major Renovation,"Կ. Հալաբյան փողոց 12, Գյումրի","200,000 ֏ monthly",AMD,"CODE 6272Apartment for rentc. Gyumri, K. Halabyan48 square meters. Total area5/3rd floor2 roomsLightWith a heating systemUtility with all amenitiesWith hot and cold waterWith propertyEuro windowsThe bathroom is tiledRental price: 200,000 AMDTranslated from Armenian",Nov-27-2022_18-52,Available,3,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18607722
Stone,Yes,Not available,4.0,42 sq.m.,1.0,1,from 2.7 m,2.0,Not available,Cosmetic Renovation,"Մուշ 2 թաղամաս 16/2, Գյումրի","11,000 ֏ monthly",AMD,"Сдаётся однокомнатная квартира, Муш 2, улица Алабян 17,в торой этаж, цена 11000 драм в месяцՎարձով տրվում է մեկ սենյականոց բնակարան Մուշ 2, Հալաբյան 17փողոց, 2 րդ հարկ գույքը միասին, ամսական 11000 դրամ",Nov-27-2022_18-52,Available,2,Negotiable,No,Not included,1 month,,,,,,https://list.am/en/item/18606319
Stone,No,Not available,3.0,75 sq.m.,3.0,1,from 3 m,2.0,Open balcony,Partial Renovation,"Tigran Mets Avenue, Gyumri","200,000 ֏ monthly",AMD,"A 3-room apartment is for rent on Tigran Grand Street in Gyumri, high-speed internet, cable TV (DELTA TV), central heating, gas, electricity, hot and cold water, European windows, with furniture, bed linen, refrigerator, TV.Translated from Armenian",Nov-27-2022_18-52,Available,3,No,No,Not included,2 weeks,,,,,,https://list.am/en/item/18460287
Stone,Yes,Not available,4.0,32 sq.m.,1.0,1,from 2.7 m,2.0,Closed balcony,Euro Renovation,"Ռեպինի փողոց 8Ա, Գյումրի","180,000 ֏ monthly",AMD,"2 years ago renovated, bright and warm apartmentTranslated from Armenian",Nov-27-2022_18-52,Available,2,No,No,Not included,1 month,"FRidge, stove, coffee maker, washing machine, water heater, iron, hair dryer",STreet view,,INternet,,https://list.am/en/item/18603556
Stone,Yes,Not available,3.0,80 sq.m.,3.0,1,from 2.7 m,2.0,Not available,Major Renovation,Shirak › Gyumri,"190,000 ֏ monthly",AMD,"Վարձով է տրվում 3 սենյականոցբ բնակարան Գյումրի քաղաքի Անի (58) թաղամասում, գերարագ ինտռնետ, կբհ, գազ լույս տաք և սառը ջուր, ջեռուցում 3/2 հարկ: Չբնակեցված, կահույքով, անկողնային պարականներով, խոհանոցային պարագաններ (ամբողջ կոմպլեկտ), հեռուստացույց, արդուկ, փոշեկուլ, ֆեն.Ավտոմեքենայի կայանատեղի:Բնակարանը պատրաստ կլինի վարձակալության 16.11.2022թ:Г. Гюмри. Ани м/р,Уютные апартаменты класса комфорт в новом доме. Супермаркеты, рынок, аптеки, банкоматы -рядом (200-600м) Скоростной интернет, питьевая вода 24/7, теплая вода, отоп.В квартире есть всё необходимое для комфортного проживания.Кровать двухспальная, диванБытовая техника (стиральная машина, газовая плита, холодильник, чайник,Кухонные принадлежности, посуда, утюг, фен, пылесос.Новое постельное бельё и полотенца.Цена зависит от количества гостей, длительности проживания и сезона. Уточняйте окончательную стоимость по телефону.",Nov-27-2022_18-52,Available,6,Yes,Yes,Not included,2 months,"FRidge, stove, coffee maker, washing machine, water heater, iron, hair dryer",STreet view,OUtdoor parking,"TElevision, internet, parking space",,https://list.am/en/item/18588408
Stone,No,Not available,3.0,70 sq.m.,3.0,1,from 2.7 m,2.0,Open balcony,Cosmetic Renovation,"Gorki Street, Gyumri","150,000 ֏ monthly",AMD,Сдается 3 комнатная квартира в центре города.Для подробностей позвоните на указанный номер. (Агенство),Nov-27-2022_18-52,Available,5,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/18558519
Stone,No,Not available,5.0,40 sq.m.,1.0,1,from 3 m,1.0,Open balcony,Cosmetic Renovation,"Մուշ 2 թաղամաս 10-2Ա, Գյումրի","100,000 ֏ monthly",AMD,"Здается в аренду однакомнатная квартира в квартале Муш. Квартира капитально ремонтированно, есть газ, автономное отопление, просторная кухня с кухонным мебелью, стиральная машина.Translated from Armenian",Nov-27-2022_18-52,,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18132858
Stone,Yes,Not available,3.0,56 sq.m.,1.0,1,from 2.8 m,1.0,Closed balcony,Euro Renovation,Shirak › Gyumri,"110,000 ֏ monthly",AMD,"An apartment for rent at an affordable price in the center of Gyumri, first line, near the governor's office, right in front of the door, next to the second Russian school.With all utilities.With property and equipment (gas stove, washing machine, refrigerator, double bed, table, chair, etc.) The kitchen and bathroom are tiled, clean.Doors, windows of European production, windows (barred)There is internet.Baxi heating system, constant hot and cold water.All necessary places are nearby.The deposit amount for the first and last months is given in one lump sum.Call disciplined and conscientious people.For more information call.Translated from Armenian",Nov-27-2022_18-52,Available,4,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/18566327
Stone,Yes,Not available,5.0,50 sq.m.,1.0,1,from 3.2 m,3.0,Open balcony,Major Renovation,"Улица Трдата Чартарапета 9/2, Гюмри","100,000 ֏ monthly",AMD,The apartment is equipped with all utilitiesTranslated from Armenian,Nov-27-2022_18-52,Available,5,Yes,No,Not included,By Agreement,"FRidge, stove, microwave, coffee maker, washing machine, iron, hair dryer",YArd view,OUtdoor parking,TElevision,,https://list.am/en/item/18598408
Stone,Yes,Not available,4.0,45 sq.m.,2.0,1,from 2.7 m,2.0,Open balcony,Partial Renovation,"Տրդատ Ճարտարապետի փողոց 7/1, Գյումրի","100,000 ֏ monthly",AMD,"Բնակարանը գտնվում է 58 թաղամասում, բնակարանի մեջ կա փակ սենյակ որտեղ գտնվում են բնակարանի տիրոջ ապրանքմերըКвартира находится в районе 58, в квартире есть закрытая комната, где находится товар собственника квартиры.",Nov-27-2022_18-52,Available,3,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18522018
Stone,No,Not available,4.0,60 sq.m.,2.0,1,from 2.75 m,3.0,Not available,Designer Renovation,"Квартал Муш 2 10-2А, Гюмри","240,000 ֏ monthly",AMD,"Сдаётся двух комнатная квартира со всеми удобствами в городе Гюмри, есть отопление.Կոդ TUM868",Nov-27-2022_18-52,Available,4,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/18095521
Monolith,No,Not available,5.0,110 sq.m.,3.0,1,from 2.8 m,4.0,Not available,Partial Renovation,Shirak › Gyumri,"130,000 ֏ monthly",AMD,Сдаётся в аренду квартира в 58-ом кватралеTranslated from Armenian,Nov-27-2022_18-52,Available,4,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/18472661
Stone,No,Available,12.0,96 sq.m.,3.0,2,from 2.8 m,6.0,Open balcony,Cosmetic Renovation,Shirak › Gyumri,"250,000 ֏ monthly",AMD,"Three-room apartment for rent with furniture, for details call.Code 2010Translated from Armenian",Nov-27-2022_18-52,,5,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/18383246
Stone,Yes,Not available,2.0,70 sq.m.,3.0,1,from 3 m,2.0,Not available,Euro Renovation,"Պարույր Սևակի փողոց 16/10, Գյումրի","190,000 ֏ monthly",AMD,"Г. Гюмри, ул П. Севака, (возле супермаркета Басен) Сдается трехкомнатная квартира класса комфорт. 2ой этаж. Супермаркеты, рынок, аптеки, банкоматы -рядом (100-300м) Скоростной интернет, питьевая вода 24/7, теплая вода, отоп.В квартире есть всё необходимое для комфортного проживания.Кровать двухспальная, диванБытовая техника (стиральная машина, газовая плита, холодильник, чайник, (все новая)Кухонные принадлежности, посуда, утюг, гладильая доска, фен. Сушилка,Депозит 2 месяца.Վարձով է տրվում 2 սենյականոց բնակարան Գյումրի քաղաքի Անի թաղամասում, գերարագ ինտռնետ, կբհ, գազ լույս տաք և սառը ջուր, ջեռուցում 2րդ հարկ, կահույքով, անկողնային պարականներով, խոհանոցային պարագաններ (ամբողջ կոմպլեկտ), հեռուստացույց:",Nov-27-2022_18-52,Available,5,Yes,Yes,Not included,2 months,"FRidge, stove, coffee maker, washing machine, water heater, iron, hair dryer",STreet view,OUtdoor parking,"TElevision, internet, parking space",,https://list.am/en/item/18596992
Stone,No,Not available,4.0,110 sq.m.,4.0,1,from 2.75 m,2.0,Open balcony,Cosmetic Renovation,"Bagratunyats Square 6, Gyumri","300,000 ֏ monthly",AMD,"4-room apartment for long-term rent.The cost is AMD 300,000.Completely renovated, new property, constant hot and cold water, wi fi, cable broadcasting, washing machine, refrigerator, BAXI, TV. 2 furnished bedrooms.Open balcony - beautiful view of Bagratunyats park.There is a playground in the yard, there is a supermarket, pharmacy and convenience stores nearby.The apartment is located next to KARONA supermarket on Bagratunyats 8 streetTranslated from Armenian",Nov-27-2022_18-52,Available,6,Yes,Yes,By Agreement,By Agreement,"FRidge, stove, coffee maker, washing machine, water heater, iron, hair dryer","CIty view, park view",GArage,"TElevision, internet, parking space",PLayground,https://list.am/en/item/18594382
Stone,No,Not available,5.0,45 sq.m.,2.0,1,from 2.8 m,4.0,Closed balcony,Cosmetic Renovation,"Շերամի փողոց 4, Գյումրի","6,000 ֏ daily",AMD,"Տրվում է վարձով սենյակ` Կոմունալ բոլոր հարմարություններով, մանրամասների համար զանգահարել։Անտառավան 5-րդ թաղամաս, 4 շենքСдается в аренду комната, в квартире со всеми удобствами, звоните договоримсяАнтараван 5 квартал, дом 4",Nov-27-2022_18-52,Available,2,Yes,No,Included,By Agreement,,,,,,https://list.am/en/item/18496529
Panels,No,Not available,4.0,70 sq.m.,3.0,1,from 2.75 m,4.0,Open balcony,Cosmetic Renovation,"Minas Avetisyan street, Gyumri","100,000 ֏ monthly",AMD,"Сдается 3 комнатная светлая, чистая квартира в Ани квартале.Квартира обогревается с газовой печкой.Для подробностей позвоните на указанный номер (Агенство)",Nov-27-2022_18-52,Available,5,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18558537
Monolith,Yes,Not available,4.0,83 sq.m.,3.0,1,from 2.7 m,4.0,Not available,Major Renovation,"Անի թաղամասի 11-րդ փողոց 1, Գյումրի","150,000 ֏ monthly",AMD,"CODE 5292Apartment for rentc. Gyumri, Ani district83 square meters. Total area4/4th floor3 roomsStoneLightWith a heating systemUtility with all amenitiesWith hot and cold waterWith propertyEuro windowsThe bathroom is tiledRental price: AMD 150,000Translated from Armenian",Nov-27-2022_18-52,Available,5,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18588377
Panels,No,Not available,5.0,63 sq.m.,2.0,1,from 2.8 m,2.0,Open balcony,Cosmetic Renovation,Shirak › Artik,"60,000 ֏ monthly",AMD,"An apartment is for rent in Lambat district of Artik city. 2-room, has an open balcony. With all utilities, partial property.Deposit 1 month.Translated from Armenian",Nov-27-2022_18-52,Available,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18588134
Panels,Yes,Not available,4.0,65 sq.m.,3.0,1,from 2.8 m,2.0,Closed balcony,Major Renovation,"Արագած թաղամաս 2, Գյումրի","100,000 ֏ monthly",AMD,Feel free to ask questionsTranslated from Armenian,Nov-27-2022_18-52,Not available,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18554579
Monolith,No,Not available,2.0,100 sq.m.,4.0,2,from 2.8 m,1.0,Multiple balconies,Old Renovation,"Ղանդիլյանի փողոց 12Ա, Գյումրի","200,000 ֏ monthly",AMD,"Reinforced concrete bunker-house. 1 high floor of 2. 2 open balconies, 4 rooms, 2 bathrooms. 60 square meters with a dry and bright basement.Also for rent, 200.000Translated from Armenian",Nov-27-2022_18-52,Available,6,Yes,Yes,Not included,2 months,,,,,,https://list.am/en/item/18436604
Stone,No,Not available,2.0,64 sq.m.,2.0,1,from 3.2 m,1.0,Closed balcony,Euro Renovation,"Կայարանամերձ հրապարակ 1, Գյումրի","120,000 ֏ monthly",AMD,Apartment for rent with all utilitiesTranslated from Armenian,Nov-27-2022_18-52,Available,7,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18534047
Stone,Yes,Not available,3.0,45 sq.m.,1.0,1,from 2.5 m,3.0,Not available,Cosmetic Renovation,Shirak › Gyumri,"150,000 ֏ monthly",AMD,"С 1 ого декабря сдаётся 1 комнатная квартира в центре города, с ремонтом но без мебели, по всем вопросам обращаться по номеру телефона, есть вотцап, фото не от этой квартиры, фото после ремонта",Nov-27-2022_18-52,Not available,2,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18583415
Panels,Yes,Not available,4.0,555 sq.m.,2.0,1,from 2.7 m,4.0,Open balcony,Euro Renovation,"Անի թաղամասի 7-րդ փողոց 1, Գյումրի","250,000 ֏ monthly",AMD,"Сдаётся чистая уютная квартира. Отопление, новый ремонт, есть всё необходимое. По всем вопросам звонить",Nov-27-2022_18-52,,2,No,No,Not included,1 month,,,,,,https://list.am/en/item/18583280
Stone,No,Not available,4.0,75 sq.m.,3.0,1,from 3 m,3.0,Not available,Major Renovation,"Արագածի փողոց 5, Գյումրի","310,000 ֏ monthly",AMD,"In the heart of the city, next to the square, near the City Hall, a 3-room apartment of 75 sq. M. With an area located on the 3rd floor of a 4-storey residential building. An iron door is installed, interior doors are Euro, Euro windows are installed. It is provided with round-the-clock water supply and gas supply. An individual heating system is installed. The bathroom and the kitchen are tiled. There is cable TV and internet. There are outdoor parking spaces for cars. All necessary shops are nearby.Translated from Armenian",Nov-27-2022_18-52,Available,5,Yes,No,Not included,1 month,"FRidge, stove, microwave, washing machine, water heater, iron","YArd view, street view, city view, park view, view of ararat",OUtdoor parking,"TElevision, air conditioner, internet, parking space",PLayground,https://list.am/en/item/18234253
Panels,Yes,Not available,4.0,60 sq.m.,2.0,1,from 2.8 m,4.0,Closed balcony,Cosmetic Renovation,"Aram Khachatryan Street, Gyumri","150,000 ֏ monthly",AMD,"The apartment is located in c. In Gyuri, Ani district, next to school No. 11, the building is located very close to P. On Sevak street. The apartment is renovated and uninhabited, it is equipped with all utilities, it is heated with an individual heating boiler /baxi/, there is plenty of hot and cold water, there is property and equipment.There are large supermarkets, banks and other necessary service centers very close to the building.Translated from Armenian",Nov-27-2022_18-52,,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18580981
Monolith,Yes,Not available,4.0,91 sq.m.,3.0,1,from 2.7 m,3.0,Not available,Major Renovation,"Trdat Architector street, Gyumri","180,000 ֏ monthly",AMD,"Apartment for rentc. Gyumri, T. Architect91 square meters. Total area3 rooms4/3rd floorThoroughly reconstructedUtility with all amenitiesWith propertyBy techniqueLightHeating SystemWith hot and cold waterThe bathroom is tiledEuro windowsThe rental price is AMD 180,000Code 5459Translated from Armenian",Nov-27-2022_18-52,,4,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18366675
Stone,No,Not available,3.0,86 sq.m.,3.0,1,from 2.7 m,2.0,Multiple balconies,Partial Renovation,Shirak › Amasia,"15,000 ֏ daily",AMD,"От Гюмри 20км, дорога отличнач. В квартире есть все необходимые коммуникации:• Постоянная горячая и холодная вода,• Газ, газовая плита, духовка, микровалновая печь, индивидуальная система отопления,• ТВ, Wi-Fi, открытый балкон, закрытые 2 балкона,• Мебель, холодильник, стиральная машина автомат,• Посуда, белье Сдается посуточно или помесячно",Nov-27-2022_18-52,,1,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/18427515
Monolith,Yes,Not available,3.0,90 sq.m.,3.0,1,from 2.7 m,2.0,Not available,Euro Renovation,Shirak › Gyumri,"200,000 ֏ monthly",AMD,"3-ROOM apartment for rent in Sevak, EXCHANGE with all utilitiesDefinitely with a deposit.Translated from Armenian",Nov-27-2022_18-52,,5,Yes,No,Not included,2 months,,,,,,https://list.am/en/item/18575150
Stone,No,Not available,3.0,60 sq.m.,2.0,1,from 2.6 m,2.0,Open balcony,Major Renovation,"Ջրաշինարարների փողոց 2, Ахурян","120,000 ֏ monthly",AMD,"Предлагаю отличную 3х комнатную, но сдаю 2 комнаты, квартиру! С капитальным ремонтом- отопление (BAXi), горячая, холодная вода постоянно! Стиральная машина, пылесос, холодильник, газовая плита с духовкой, телевизор, посуда! Всё, что надо для жилья! Хороший вид из окон и балкона! Рядом магазины (продукты, мебель, строительный, цветы), салон красоты, банк, рестораны! Очень чистая, светлая и тёплая! Хорошие соседи) Звонить по viber wotcap (нахожусь в России), вам покажут квартиру в любое время дня.",Nov-27-2022_18-52,,4,No,No,Not included,1 month,,,,,,https://list.am/en/item/18572043
Panels,Yes,Not available,3.0,64 sq.m.,2.0,1,from 2.8 m,2.0,Open balcony,Euro Renovation,Shirak › Gyumri,"150,000 ֏ monthly",AMD,2 bedrooms and kitchen facing the sun. With all utilities.Translated from Armenian,Nov-27-2022_18-52,,3,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18512622
Stone,No,Not available,2.0,87 sq.m.,3.0,1,from 2.7 m,1.0,Not available,Major Renovation,"Tumanyan street, Gyumri","350,000 ֏ monthly",AMD,"CODE—5292Apartment for rentc. Tumanyan street, Gyumri87 square meters. Total area2/1st floor3 roomsStoneLightWith a heating systemUtility with all amenitiesWith hot and cold waterWith propertyEuro windowsThe bathroom is tiledRental price: AMD 350,000Translated from Armenian",Nov-27-2022_18-52,,4,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18570593
Stone,No,Not available,2.0,35 sq.m.,2.0,1,from 2.5 m,1.0,Not available,Designer Renovation,"улица Руставели 25, Гюмри","270,000 ֏ monthly",AMD,"Сдается 2-х кмнатная квартира в 2-х этажном доме. В доме имеется все необходимое для проживания. Дом находится в центре городаВ доме имеется стиральная машина, холодильник, телевизор, газовая плита. Теплый пол. При заключении долгосрочного договора предоставляется скидка.",Nov-27-2022_18-52,,4,Yes,Yes,By Agreement,1 month,,,,,,https://list.am/en/item/18500152
Stone,Yes,Not available,4.0,80 sq.m.,3.0,1,from 2.75 m,3.0,Open balcony,Partial Renovation,"Շիրակացու փողոց , Gyumri","160,000 ֏ monthly",AMD,"Ariston, European windows, warm apartment, availability of partial furniture - beds, table and chairs, TV, sofa, armchairs, etc.Translated from Armenian",Nov-27-2022_18-52,Available,5,Yes,No,Not included,By Agreement,"FRidge, stove, washing machine, water heater",,,TElevision,,https://list.am/en/item/18569428
Stone,No,Not available,5.0,50 sq.m.,2.0,1,from 2.7 m,5.0,Not available,Major Renovation,"Yerevan Highway, Gyumri","160,000 ֏ monthly",AMD,"CODE 3462Apartment for rentc. Gyumri-Yerevan Highway50 square meters. Total area5/5th floor2 roomsThoroughly reconstructedStoneLightOn the sunny sideWith a heating systemWith propertyUtility with all amenitiesRental price: AMD 170,000Translated from Armenian",Nov-27-2022_18-52,,4,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18518643
Stone,No,Not available,1.0,62 sq.m.,2.0,1,from 2.5 m,1.0,Not available,Old Renovation,"Վազգեն Սարգսյան փողոց 6, Գյումրի","50,000 ֏ monthly",AMD,Basement for rent Vazgen Sargsyan 6 Call for detailsTranslated from Armenian,Nov-27-2022_18-52,,2,Yes,No,By Agreement,By Agreement,,,,,,https://list.am/en/item/17575475
Stone,No,Not available,3.0,67 sq.m.,2.0,1,from 2.7 m,3.0,Open balcony,Cosmetic Renovation,"Mher Mkrtchyan street, Gyumri","100,000 ֏ monthly",AMD,"2-room apartment for rent, Mher Mkrtchyanat the address. The apartment is equipped with the necessary property and equipment. It is renovated in a European style. Nearby you can find shops, supermarkets, a park. For details, you can call the indicated phone number.Code 0011Translated from Armenian",Nov-27-2022_18-52,,3,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/18566466
Stone,No,Not available,4.0,40 sq.m.,1.0,1,from 2.7 m,2.0,Not available,Euro Renovation,"Շիրակացի փողոց 1, Գյումրի","90,000 ֏ monthly",AMD,"1-room apartment for rent, at Shirakatsi address. The apartment is equipped with the necessary property and equipment. It is renovated in Europe. Nearby you can find shops, supermarkets, a park. For details, you can call the indicated phone number.Code 0010Translated from Armenian",Nov-27-2022_18-52,,2,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18566368
Monolith,No,Not available,4.0,95 sq.m.,3.0,1,from 2.8 m,1.0,Multiple balconies,Cosmetic Renovation,"Minas Avetisyan street, Gyumri","150,000 ֏ monthly",AMD,"3-room apartment for rentCBA and all property togetherFor details, call the phone number indicated on the page.Translated from Armenian",Nov-27-2022_18-52,,4,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18534205
Monolith,No,Available,4.0,63 sq.m.,3.0,1,from 2.75 m,2.0,Not available,Cosmetic Renovation,"Շահինյան փողոց, Գյումրի","120,000 ֏ monthly",AMD,A 3-room apartment is for rent. The apartment is rented together with property and appliances. It has a heating system.Translated from Armenian,Nov-27-2022_18-52,,6,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18506636
Bricks,No,Not available,4.0,100 sq.m.,3.0,1,from 2.6 m,3.0,Open balcony,Cosmetic Renovation,"13th street, Gyumri","200,000 ֏ monthly",AMD,Сдается 3х комнатная квартира от собственника,Nov-27-2022_18-52,,3,Yes,Yes,Not included,1 month,,,,,,https://list.am/en/item/18451952
Stone,No,Not available,4.0,45 sq.m.,2.0,1,from 2.7 m,4.0,Open balcony,Euro Renovation,"Շիրակացի փողոց 87, Գյումրի","160,000 ֏ monthly",AMD,"A 2-room apartment with all utilities is for rent.The apartment is newly renovated, the whole property is new.Constant hot and cold water, Internet, Baxi heating system,The house faces the sun.Translated from Armenian",Nov-27-2022_18-52,,8+,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18562252
Stone,Yes,Not available,3.0,170 sq.m.,3.0,1,from 2.8 m,2.0,Open balcony,Cosmetic Renovation,"Tekstilagortsneri street, Gyumri","180,000 ֏ monthly",AMD,All facilities have a three bedroom terrace which is let on a long term basisTranslated from Armenian,Nov-27-2022_18-52,,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18533618
